month,station,in_count,out_count,total
2025-06,지행,138635,139944,278579
2025-06,대공원,136893,141053,277946
2025-06,마천,145115,131870,276985
2025-06,양천구청,135378,140911,276289
2025-06,개롱,133418,137453,270871
2025-06,신방화,136742,133840,270582
2025-06,금촌,136004,132400,268404
2025-06,운정,138826,129421,268247
2025-06,하남검단산,137807,130324,268131
2025-06,이매,136036,128037,264073
2025-06,군포,133468,129595,263063
2025-06,가능,132478,128060,260538
2025-06,신금호,125488,134098,259586
2025-06,상월곡(한국과학기술연구원),134750,124216,258966
2025-06,반포,132151,125512,257663
2025-06,평내호평,130407,126614,257021
2025-06,월드컵경기장(성산),123599,132416,256015
2025-06,송정,130482,123776,254258
2025-06,산성,124858,128274,253132
2025-06,덕정,129434,123478,252912
2025-06,북한산보국문,130821,121702,252523
2025-06,당정,129189,122228,251417
2025-06,풍산,128601,122708,251309
2025-06,검암,123660,127572,251232
2025-06,애오개,126603,122541,249144
2025-06,암사역사공원,131438,115962,247400
2025-06,인천,124402,122276,246678
2025-06,덕계,125870,116325,242195
2025-06,송파나루,115784,123949,239733
2025-06,경마공원,119735,119991,239726
2025-06,강일,123138,112826,235964
2025-06,인천논현,114581,121004,235585
2025-06,가좌,119416,116056,235472
2025-06,녹사평(용산구청),115071,119886,234957
2025-06,도봉,120151,114157,234308
2025-06,개화산,119759,114235,233994
2025-06,과천,121086,111343,232429
2025-06,용마산(용마폭포공원),116076,115936,232012
2025-06,솔샘,118863,112168,231031
2025-06,성환,116863,113043,229906
2025-06,동작(현충원),116590,112276,228866
2025-06,소래포구,116959,111394,228353
2025-06,문산,116045,112252,228297
2025-06,마장,118080,110105,228185
2025-06,간석,115786,109684,225470
2025-06,판교,114418,109304,223722
2025-06,덕소,111388,111659,223047
2025-06,대모산입구,114655,107994,222649
2025-06,중랑,113086,107958,221044
2025-06,매탄권선,110807,107598,218405
2025-06,수진,112761,104488,217249
2025-06,고색,110174,105711,215885
2025-06,신흥,105630,108479,214109
2025-06,초지,103488,105433,208921
2025-06,매교,104834,103355,208189
2025-06,온양온천,103243,104252,207495
2025-06,잠원,106093,100684,206777
2025-06,원종,103292,102031,205323
2025-06,상갈,104278,99517,203795
2025-06,노들,108512,91712,200224
2025-06,당곡,102538,95684,198222
2025-06,대야미,104070,93217,197287
2025-06,금릉,100002,97132,197134
2025-06,사리,105425,90670,196095
2025-06,연수,97386,95736,193122
2025-06,송탄,97958,93481,191439
2025-06,정릉,100725,89340,190065
2025-06,신반포,96173,92268,188441
2025-06,원인재,92696,95202,187898
2025-06,영종,92797,94142,186939
2025-06,하남풍산,92691,92071,184762
2025-06,능곡,94552,89922,184474
2025-06,신갈,91180,89653,180833
2025-06,청명,91551,89218,180769
2025-06,반월,91080,88396,179476
2025-06,평택지제,91717,87163,178880
2025-06,오목천,95543,82988,178531
2025-06,개포동,87507,88987,176494
2025-06,가오리,88488,87589,176077
2025-06,아산,93971,81913,175884
2025-06,녹양,90241,85634,175875
2025-06,둔촌오륜,88513,87218,175731
2025-06,숭의,89267,81485,170752
2025-06,신목동,90601,80097,170698
2025-06,보라매공원,77713,92492,170205
2025-06,마석,85496,83915,169411
2025-06,무악재,83839,84126,167965
2025-06,역촌,76884,90669,167553
2025-06,도화,87257,79748,167005
2025-06,오산대,85568,79161,164729
2025-06,사평,83785,80392,164177
2025-06,녹천,88976,74730,163706
2025-06,4.19민주묘지,80731,76987,157718
2025-06,호구포,76154,78786,154940
2025-06,수리산,84032,70875,154907
2025-06,화계,77242,72751,149993
2025-06,관악산(서울대),75312,73966,149278
2025-06,도원,73420,73746,147166
2025-06,광명,78266,65611,143877
2025-06,초월,73480,68795,142275
2025-06,구룡,71737,70504,142241
2025-06,여주,71173,70879,142052
2025-06,남춘천,69852,71871,141723
2025-06,한남,70586,68998,139584
2025-06,세류,71519,67135,138654
2025-06,서울지방병무청,65944,71602,137546
2025-06,서원,73430,63969,137399
2025-06,북한산우이,68702,65647,134349
2025-06,퇴계원,69705,64305,134010
2025-06,창신,72384,61220,133604
2025-06,세마,68627,64950,133577
2025-06,이천,61812,65863,127675
2025-06,양원,64183,62770,126953
2025-06,수색,63028,63666,126694
2025-06,동두천중앙,63595,61356,124951
2025-06,한성백제,66018,58373,124391
2025-06,용답,62724,61554,124278
2025-06,공항시장,59338,62786,122124
2025-06,월곶,62600,57413,120013
2025-06,강매,64119,55028,119147
2025-06,쌍용(나사렛대),60074,57987,118061
2025-06,독바위,55338,59195,114533
2025-06,한국항공대,58330,54816,113146
2025-06,신내,57024,53958,110982
2025-06,삼양사거리,54722,53707,108429
2025-06,부천종합운동장,58463,49622,108085
2025-06,솔밭공원,54900,52022,106922
2025-06,송도,53658,48424,102082
2025-06,삼양,49976,51989,101965
2025-06,용문,50960,50623,101583
2025-06,용두(동대문구청),50279,50703,100982
2025-06,부발,50322,50542,100864
2025-06,갈매,53561,47050,100611
2025-06,별내,53092,47466,100558
2025-06,가평,49801,49131,98932
2025-06,서빙고,49718,46343,96061
2025-06,곤지암,48132,47542,95674
2025-06,서강대,47669,46661,94330
2025-06,보정,49559,44315,93874
2025-06,학여울,46357,47055,93412
2025-06,삼동,48586,44780,93366
2025-06,소요산,46053,45964,92017
2025-06,도심,50902,40834,91736
2025-06,신창(순천향대),45555,44590,90145
2025-06,버티고개,44018,44462,88480
2025-06,동두천,44383,43972,88355
2025-06,양수,44409,43382,87791
2025-06,개화,51261,36087,87348
2025-06,사릉,43517,42436,85953
2025-06,장암,57014,28482,85496
2025-06,공항화물청사,36520,48940,85460
2025-06,신길온천,45266,40141,85407
2025-06,남동인더스파크,40239,44964,85203
2025-06,청평,42000,41381,83381
2025-06,춘천,44528,37813,82341
2025-06,탕정,42636,38702,81338
2025-06,신포,40334,40413,80747
2025-06,월롱,40869,36793,77662
2025-06,응봉,40161,36311,76472
2025-06,구반포,39174,36045,75219
2025-06,금곡,34994,33693,68687
2025-06,보산,35566,33070,68636
2025-06,신답,31733,35741,67474
2025-06,진위,33835,31553,65388
2025-06,천마산,33627,31605,65232
2025-06,어천,32782,31301,64083
2025-06,신둔도예촌,32284,29770,62054
2025-06,봉명,28345,28020,56365
2025-06,서동탄,30008,25937,55945
2025-06,배방,28137,27550,55687
2025-06,연천,27357,26453,53810
2025-06,전곡,27939,25208,53147
2025-06,남태령,28999,23952,52951
2025-06,파주,28629,23298,51927
2025-06,도림천,25354,26407,51761
2025-06,성남,24225,21154,45379
2025-06,직산,22233,21917,44150
2025-06,운길산,20998,20840,41838
2025-06,팔당,19530,20214,39744
2025-06,대성리,16592,15293,31885
2025-06,국수,15799,15383,31182
2025-06,곡산,12924,13595,26519
2025-06,아신,12416,12445,24861
2025-06,강촌,12145,12400,24545
2025-06,김유정,10709,11497,22206
2025-06,양정,11750,10012,21762
2025-06,야목,11075,9379,20454
2025-06,원덕,8357,8103,16460
2025-06,세종대왕릉,7734,7784,15518
2025-06,상천,7215,6858,14073
2025-06,오빈,6673,6653,13326
2025-06,신원,4406,3831,8237
2025-06,청산,3605,3040,6645
2025-06,굴봉산,3302,3172,6474
2025-06,백양리,2130,2079,4209
2025-06,달월,1796,1409,3205
2025-06,지평,1272,1622,2894
2025-06,임진강,855,824,1679
2025-06,운천,115,100,215
2025-06,상동,1,0,1
